album	artist	genre	score	author	date	link	genre_num
The Matrimony Remixes EP	Julianna Barwick	Electronic	6.0	Mark Richardson	October 13 2011	https://pitchfork.com/reviews/albums/15926-the-matrimony-remixes-ep/	2
Knee Deep	WhoMadeWho	Electronic,Rock	6.7	Eric Grandy	May 2 2011	https://pitchfork.com/reviews/albums/15382-knee-deep/	2
Slaves' Graves and Ballads	Dirty Projectors	Rock	8.1	Sam Ubl	June 16 2004	https://pitchfork.com/reviews/albums/2535-slaves-graves-and-ballads/	7
Sonatra	Vicky Chow, Michael Gordon	Experimental	7.5	Seth Colter Walls	April 17 2017	https://pitchfork.com/reviews/albums/23054-sonatra/	0
U.S. Girls on KRAAK	U.S. Girls	Pop/R&B	7.9	Marc Masters	November 22 2011	https://pitchfork.com/reviews/albums/16064-us-girls-on-kraak/	3
Ys	Joanna Newsom	Folk/Country	9.4	Chris Dahlen	November 13 2006	https://pitchfork.com/reviews/albums/9616-ys/	6
Hymns	Bloc Party	Rock	5.0	Jazz Monroe	January 27 2016	https://pitchfork.com/reviews/albums/21384-hymns/	7
Zammuto	Zammuto	Electronic	8.0	Brian Howe	March 30 2012	https://pitchfork.com/reviews/albums/16433-zammuto/	2
Trojan Dub Rarities	Various Artists	nan	7.0	Jess Harvell	January 8 2006	https://pitchfork.com/reviews/albums/2108-trojan-dub-rarities/	9
Mythomania	Cryptacize	Rock	7.0	Adam Moerder	April 23 2009	https://pitchfork.com/reviews/albums/12939-mythomania/	7
Athens	Underworld Vs. the Misterons	nan	4.9	Andrew Gaerig	January 19 2010	https://pitchfork.com/reviews/albums/13833-athens/	9
Mines	Menomena	Experimental,Rock	8.2	Joe Tangari	July 26 2010	https://pitchfork.com/reviews/albums/14463-mines/	0
Shalabi Effect	Shalabi Effect	Rock	7.1	Mark Richard-San	June 1 2000	https://pitchfork.com/reviews/albums/7090-shalabi-effect/	7
Way Down in the Jungle Room	Elvis Presley	Rock	7.0	Stephen Thomas Erlewine	August 11 2016	https://pitchfork.com/reviews/albums/22213-way-down-in-the-jungle-room/	7
1980 Forward: 25 Years of 4AD	Various Artists	nan	7.4	Nitsuh Abebe	December 14 2005	https://pitchfork.com/reviews/albums/2107-1980-forward-25-years-of-4ad/	9
Completely Removed	Medications	Metal,Rock	7.8	Joe Tangari	April 26 2010	https://pitchfork.com/reviews/albums/14159-completely-removed/	8
Mass & Volume EP	Pig Destroyer	Metal	7.4	Jason Heller	October 24 2014	https://pitchfork.com/reviews/albums/19763-pig-destroyer-mass-volume-ep/	8
Express Yourself EP	Diplo	Electronic	7.6	Larry Fitzmaurice	June 15 2012	https://pitchfork.com/reviews/albums/16816-express-yourself/	2
Hardwired...to Self-Destruct	Metallica	Metal	6.5	Zoe Camp	November 22 2016	https://pitchfork.com/reviews/albums/22629-hardwiredto-self-destruct/	8
Sainthood	Tegan and Sara	Rock	7.3	Joshua Klein	October 30 2009	https://pitchfork.com/reviews/albums/13644-sainthood/	7
Chemical City	Sam Roberts	Rock	6.7	Cory D. Byrom	July 13 2006	https://pitchfork.com/reviews/albums/9181-chemical-city/	7
Killingsworth	The Minus 5	Rock	6.9	Joshua Klein	July 9 2009	https://pitchfork.com/reviews/albums/13244-killingsworth/	7
The Greatest Gift	Sufjan Stevens	Folk/Country	7.2	Sasha Geffen	November 29 2017	https://pitchfork.com/reviews/albums/sufjan-stevens-the-greatest-gift/	6
Remixed and Reimagined	Nina Simone	Jazz,Pop/R&B	3.5	Mark Richardson	January 12 2007	https://pitchfork.com/reviews/albums/9749-remixed-and-reimagined/	5
Reality EP	Real Estate	Rock	7.5	David Bevan	January 13 2010	https://pitchfork.com/reviews/albums/13786-reality-ep/	7
Kala	M.I.A.	Global,Pop/R&B	8.9	Mark Pytlik	August 21 2007	https://pitchfork.com/reviews/albums/10564-kala/	1
Lucky 7	The Reverend Horton Heat	Rock	5.8	Dominique Leone	July 28 2002	https://pitchfork.com/reviews/albums/6773-lucky-7/	7
Impermanence	Peter Silberman	Rock	6.9	Ian Cohen	March 6 2017	https://pitchfork.com/reviews/albums/22942-peter-silberman-impermanence/	7
Content Nausea	Parkay Quarts	nan	7.7	Mike Powell	November 12 2014	https://pitchfork.com/reviews/albums/20005-parkay-quarts-content-nausea/	9
Touchpool	L. Pierre	Electronic	7.1	Matthew Murphy	February 16 2005	https://pitchfork.com/reviews/albums/4975-touchpool/	2
Hundred Acres	S. Carey	Rock	6.4	Ryan Burleson	February 27 2018	https://pitchfork.com/reviews/albums/s-carey-hundred-acres/	7
Speedin' Bullet 2 Heaven	Kid Cudi	Rap,Rock	4.0	Matthew Ramirez	January 6 2016	https://pitchfork.com/reviews/albums/21351-speedin-bullet-2-heaven/	4
Heaven and Earth	Kamasi Washington	Jazz	8.8	Nate Chinen	June 22 2018	https://pitchfork.com/reviews/albums/kamasi-washington-heaven-and-earth/	5
One Step More and You Die	Mono	Rock	7.0	Mark Richardson	June 29 2003	https://pitchfork.com/reviews/albums/5403-one-step-more-and-you-die/	7
Whips	The Wind-Up Bird	nan	8.5	Rob Mitchum	March 29 2004	https://pitchfork.com/reviews/albums/8771-whips/	9
Compassion	Forest Swords	Experimental	7.8	Nathan Reese	May 6 2017	https://pitchfork.com/reviews/albums/23128-compassion/	0
The Night is Advancing	Appendix Out	Folk/Country	8.3	Matt LeMay	February 20 2001	https://pitchfork.com/reviews/albums/245-the-night-is-advancing/	6
Work Hard, Play Hard, Pray Hard: Hard Time, Good Time & End Time Music, 1923-1936	Various Artists	nan	8.3	Grayson Currin	November 12 2012	https://pitchfork.com/reviews/albums/17318-work-hard-play-hard-pray-hard-hard-time-good-time-end-time-music-1923-1936/	9
FabricLive 24	Diplo	Electronic	6.8	Tom Breihan	November 27 2005	https://pitchfork.com/reviews/albums/2572-fabriclive-24/	2
White Hats	Niobe	Electronic	5.6	Mark Richardson	October 27 2006	https://pitchfork.com/reviews/albums/9532-white-hats/	2
Kathryn Calder	Kathryn Calder	Rock	6.8	Evan Rytlewski	April 16 2015	https://pitchfork.com/reviews/albums/20467-kathryn-calder/	7
Return of the Frog Queen	Jeremy Enigk	Rock	7.8	Patric Fallon	June 2 2018	https://pitchfork.com/reviews/albums/jeremy-enigk-return-of-the-frog-queen/	7
It's All Happening Now	Lewis Parker	Electronic,Rap	8.5	Jascha Hoffman	March 20 2003	https://pitchfork.com/reviews/albums/6170-its-all-happening-now/	2
Tapes	Foals	Rock	6.5	Laura Snapes	July 5 2012	https://pitchfork.com/reviews/albums/16804-tapes/	7
Whatever/Whenever	Mark Sultan	Electronic,Rock	5.8	Evan Minsker	October 18 2011	https://pitchfork.com/reviews/albums/15935-mark-sultan-whatever-whenever/	2
Slay-Z	Azealia Banks	Rap	7.4	Britt Julious	March 31 2016	https://pitchfork.com/reviews/albums/21790-slay-z/	4
The Flaming Lips and Heady Fwends	The Flaming Lips	Rock	8.2	Stuart Berman	April 20 2012	https://pitchfork.com/reviews/albums/16522-the-flaming-lips/	7
In Advance of the Broken Arm	Marnie Stern	Experimental,Rock	7.7	Brandon Stosuy	February 23 2007	https://pitchfork.com/reviews/albums/9919-in-advance-of-the-broken-arm/	0
Days of Abandon	The Pains of Being Pure at Heart	Rock	7.5	Paul Thompson	May 16 2014	https://pitchfork.com/reviews/albums/19335-the-pains-of-being-pure-at-heart-days-of-abandon/	7
Make Your Own Danger	Alina Simone	Folk/Country	7.2	Brian Howe	June 6 2011	https://pitchfork.com/reviews/albums/15506-make-your-own-danger/	6
King Animal	Soundgarden	Rock	5.9	Stuart Berman	November 16 2012	https://pitchfork.com/reviews/albums/17300-king-animal/	7
Sketchi	Cex	Electronic	7.0	Zach Baron	June 14 2007	https://pitchfork.com/reviews/albums/10306-sketchi/	2
Vol. 1	Meredith Bragg and The Terminals	Pop/R&B	7.5	Stephen M. Deusner	July 21 2005	https://pitchfork.com/reviews/albums/1167-vol-1/	3
The Sophtware Slump	Grandaddy	Rock	8.5	Mike Powell	August 31 2011	https://pitchfork.com/reviews/albums/15723-the-sophtware-slump/	7
The Civil War	Matmos	Experimental	7.3	Mark Richardson	October 13 2003	https://pitchfork.com/reviews/albums/5152-the-civil-war/	0
Mac & Cheese 3	French Montana	Rap	5.4	Ian Cohen	November 29 2012	https://pitchfork.com/reviews/albums/17466-mac-cheese-3/	4
The Visitor	Jim O’Rourke	Experimental	8.3	Grayson Currin	September 18 2009	https://pitchfork.com/reviews/albums/13468-the-visitor/	0
Fahrenheit 1/15	Lupe Fiasco	Rap	7.8	Sean Fennessey	February 5 2006	https://pitchfork.com/reviews/albums/11749-fahrenheit-115-pt-ii-pt-iii/	4
Crab Day	Cate Le Bon	Folk/Country	8.1	Laura Snapes	April 15 2016	https://pitchfork.com/reviews/albums/21636-crab-day/	6
Volume One: The Vodoun Effect (Funk & Sato from Benin's Obscure Labels 1973-1975)	Orchestre Poly-Rythmo de Cotonou	nan	8.7	Joe Tangari	February 6 2009	https://pitchfork.com/reviews/albums/12635-volume-one-the-vodoun-effect-funk-sato-from-benins-obscure-labels-1973-1975/	9
Primary Colours	The Horrors	Rock	7.6	Stuart Berman	May 7 2009	https://pitchfork.com/reviews/albums/12998-primary-colours/	7
Broken Ankles EP	Girl Talk, Freeway	Electronic,Rap	7.4	Jayson Greene	April 11 2014	https://pitchfork.com/reviews/albums/19250-girl-talk-freeway-broken-ankles-ep/	2
Strjon	Arve Henriksen	Global,Jazz	7.8	Brian Howe	May 18 2007	https://pitchfork.com/reviews/albums/10212-strjon/	1
Exodus: 30th Anniversary Edition	Bob Marley & the Wailers	Global	8.4	Joshua Klein	December 7 2007	https://pitchfork.com/reviews/albums/10969-exodus-30th-anniversary-edition/	1
Born in the U.K.	Badly Drawn Boy	Rock	2.8	Ryan Dombal	October 18 2006	https://pitchfork.com/reviews/albums/9526-born-in-the-uk/	7
Four Thousand Seven Hundred and Sixty-Six Seconds: A Shortcut to Teenage Fanclub	Teenage Fanclub	Rock	8.6	Alex Linhardt	November 12 2003	https://pitchfork.com/reviews/albums/7956-four-thousand-seven-hundred-and-sixty-six-seconds-a-shortcut-to-teenage-fanclub/	7
FRKWYS Vol. 6	Ikue Mori, Julianna Barwick	Experimental,Rock,Electronic	7.3	Brian Howe	June 16 2011	https://pitchfork.com/reviews/albums/15538-frkwys-vol-6/	0
Out Into the Snow	Simon Joyner	Rock	6.8	Joe Tangari	September 14 2009	https://pitchfork.com/reviews/albums/13447-out-into-the-snow/	7
The Fountain	Echo and the Bunnymen	Electronic,Rock	6.1	Joe Tangari	October 21 2009	https://pitchfork.com/reviews/albums/13592-the-fountain/	2
Change Becomes Us	Wire	Rock	8.2	Douglas Wolk	April 2 2013	https://pitchfork.com/reviews/albums/17720-wire-change-becomes-us/	7
R&G (Rhythm & Gangsta): The Masterpiece	Snoop Dogg	Rap	2.1	Tom Breihan	November 17 2004	https://pitchfork.com/reviews/albums/7788-rg-rhythm-gangsta-the-masterpiece/	4
Death Magnetic	Metallica	Metal	4.9	Cosmo Lee	September 9 2008	https://pitchfork.com/reviews/albums/12180-death-magnetic/	8
Unfinished Business	JAY-Z, R. Kelly	Rap,Pop/R&B	6.7	Tom Breihan	October 27 2004	https://pitchfork.com/reviews/albums/4220-unfinished-business-with-r-kelly/	4
Pink Flag	Wire	Rock	10.0	Joe Tangari	May 5 2006	https://pitchfork.com/reviews/albums/11866-pink-flag-chairs-missing-154/	7
Träden	Träden	Rock	6.8	Allison Hussey	August 23 2018	https://pitchfork.com/reviews/albums/traden-traden/	7
Sweet Heart Fever	Scout Niblett	Rock	7.3	Christopher Dare	December 13 2001	https://pitchfork.com/reviews/albums/5785-sweet-heart-fever/	7
Lost Sirens	New Order	Rock	6.8	Douglas Wolk	January 17 2013	https://pitchfork.com/reviews/albums/17532-lost-sirens/	7
Arcade Fire EP	Arcade Fire	Rock	6.8	Stephen M. Deusner	July 11 2005	https://pitchfork.com/reviews/albums/453-arcade-fire-ep/	7
No Tourists	The Prodigy	Electronic	6.2	Ben Cardew	November 6 2018	https://pitchfork.com/reviews/albums/the-prodigy-no-tourists/	2
HDCD Box Set	This Mortal Coil	Rock	9.0	Ned Raggett	December 8 2011	https://pitchfork.com/reviews/albums/16115-this-mortal-coil/	7
Lost with the Lights On	Simon Joyner	Rock	7.3	Joe Tangari	July 5 2004	https://pitchfork.com/reviews/albums/4307-lost-with-the-lights-on/	7
DISCO	HEALTH	Rock	8.0	William Bowers	May 23 2008	https://pitchfork.com/reviews/albums/11534-disco/	7
$O$	Die Antwoord	Rap	5.5	Scott Plagenhoef	October 20 2010	https://pitchfork.com/reviews/albums/14766-o/	4
A Bunch of Stuff EP	LCD Soundsystem	Electronic,Rock	7.1	Douglas Wolk	October 10 2007	https://pitchfork.com/reviews/albums/11910-a-bunch-of-stuff-ep-fabriclive-36/	2
12 Great Remixes For 11 Great Artists 2001 - 2007	M.A.N.D.Y.	Electronic	6.3	Tim Finney	February 14 2008	https://pitchfork.com/reviews/albums/11658-12-great-remixes-for-11-great-artists-2001-2007fabric-38/	2
Lapalco	Brendan Benson	Rock	7.4	Kevin Adickes	April 2 2002	https://pitchfork.com/reviews/albums/655-lapalco/	7
Rat Conspiracy	Unwound	Rock	9.1	Jason Heller	March 13 2014	https://pitchfork.com/reviews/albums/19090-unwound-rat-conspiracy/	7
Digital Shades Vol. 1	M83	Electronic,Rock	7.0	Brian Howe	October 12 2007	https://pitchfork.com/reviews/albums/10765-digital-shades-vol-1/	2
Hyperview	Title Fight	Rock	7.6	Zoe Camp	February 11 2015	https://pitchfork.com/reviews/albums/20173-hyperview/	7
Unexpected Victory	Raekwon	Rap	6.0	Paul Thompson	January 16 2012	https://pitchfork.com/reviews/albums/16170-unexpected-victory/	4
The Magic Whip	Blur	Rock	7.0	Craig Jenkins	April 28 2015	https://pitchfork.com/reviews/albums/20539-the-magic-whip/	7
Bagged and Boarded	Goblin Cock	Metal,Rock	7.3	Judson Picco	November 7 2005	https://pitchfork.com/reviews/albums/3687-bagged-and-boarded/	8
A Long Way Around to a Shortcut	Sic Alps	Rock	7.9	Jason Crock	July 22 2008	https://pitchfork.com/reviews/albums/11976-a-long-way-around-to-a-shortcut/	7
Live: Hope at the Hideout	Mavis Staples	Pop/R&B	7.6	Amy Granzin	November 3 2008	https://pitchfork.com/reviews/albums/12387-live-hope-at-the-hideout/	3
Soundchambers	Ekkehard Ehlers, Joseph Suchy, Franz Hautzinger	Electronic,Rock,Jazz	7.8	Mark Richardson	February 16 2004	https://pitchfork.com/reviews/albums/2692-soundchambers/	2
36 Seasons	Ghostface Killah	Rap	6.0	Ian Cohen	December 10 2014	https://pitchfork.com/reviews/albums/20052-36-seasons/	4
&	Michael Mayer	Electronic	7.7	Philip Sherburne	November 16 2016	https://pitchfork.com/reviews/albums/22457-ampersand/	2
The Columbia Years 1968-69	Betty Davis	Pop/R&B	6.8	Nate Patrin	July 15 2016	https://pitchfork.com/reviews/albums/22111-the-columbia-years-1968-69/	3
W	Planningtorock	Electronic,Rock	6.7	Matthew Perpetua	June 3 2011	https://pitchfork.com/reviews/albums/15498-w/	2
The Gamble	nonkeen	Electronic	7.5	Winston Cook-Wilson	February 9 2016	https://pitchfork.com/reviews/albums/21530-the-gamble/	2
The Hex	Richard Swift	Rock	8.0	Sam Sodomsky	September 26 2018	https://pitchfork.com/reviews/albums/richard-swift-the-hex/	7
Bloodsports	Suede	Rock	7.6	Stuart Berman	March 22 2013	https://pitchfork.com/reviews/albums/17779-suede-bloodsports/	7
Head Cage	Pig Destroyer	Metal	8.1	Grayson Haver Currin	September 10 2018	https://pitchfork.com/reviews/albums/pig-destroyer-head-cage/	8
Honeymoon	Lana Del Rey	Pop/R&B	7.5	Jessica Hopper	September 21 2015	https://pitchfork.com/reviews/albums/21033-honeymoon/	3
Skeletal Lamping	Of Montreal	Rock	5.9	Adam Moerder	October 21 2008	https://pitchfork.com/reviews/albums/12328-skeletal-lamping/	7
The Unseen	Quasimoto	Rap	7.3	S. Murray	June 27 2000	https://pitchfork.com/reviews/albums/6610-the-unseen/	4
Met Life Series 2-6	AU, Reynols, Erdem Helvacioglu, Chris Delaurenti, Matmos	Folk/Country,Experimental,Rock,Electronic	7.3	Mark Richardson & Nick Sylvester	June 6 2004	https://pitchfork.com/reviews/albums/2048-met-life-series-2-6/	6
Transporteur EP	Bitchin Bajas	Experimental	7.7	Aaron Leitko	May 1 2015	https://pitchfork.com/reviews/albums/20476-transporteur-ep/	0
Thief	Destroyer	Rock	7.9	Matt LeMay	July 31 2000	https://pitchfork.com/reviews/albums/2292-thief/	7
Angherr Shisspa	Koenji-Hyakkei	nan	8.3	Dominique Leone	December 5 2005	https://pitchfork.com/reviews/albums/4505-angherr-shisspa/	9
Retrospective, Rarities and Instrumentals	The High Llamas	Rock	8.0	Mark Richardson	July 1 2003	https://pitchfork.com/reviews/albums/3857-retrospective-rarities-and-instrumentals/	7
All Jokes Aside	Dej Loaf	Rap	7.5	Sheldon Pearce	April 28 2016	https://pitchfork.com/reviews/albums/21839-all-jokes-aside/	4
Placelessness	Alina Simone	Folk/Country	5.4	David Raposa	November 27 2007	https://pitchfork.com/reviews/albums/10888-placelessness/	6
Alive 2007	Daft Punk	Electronic	8.5	Ryan Dombal	November 20 2007	https://pitchfork.com/reviews/albums/10925-alive-2007/	2
Get Color	HEALTH	Rock	7.4	Joe Colly	August 31 2009	https://pitchfork.com/reviews/albums/13409-get-color/	7
My Fellow Sophisticates	William F. Gibbs	nan	6.1	Joe Tangari	August 20 2008	https://pitchfork.com/reviews/albums/12086-my-fellow-sophisticates/	9
GEM	U.S. Girls	Pop/R&B	7.7	Lindsay Zoladz	October 23 2012	https://pitchfork.com/reviews/albums/17222-gem/	3
Villa Manifesto	Slum Village	Rap	7.1	Nate Patrin	July 28 2010	https://pitchfork.com/reviews/albums/14490-villa-manifesto/	4
Warnings/Promises	Idlewild	Rock	6.2	Jason Crock	April 27 2005	https://pitchfork.com/reviews/albums/4064-warningspromises/	7
Tassili	Tinariwen	Global	7.8	Joe Tangari	August 29 2011	https://pitchfork.com/reviews/albums/15767-tassili/	1
Coming Apart	Body/Head	Rock	7.7	Marc Masters	September 10 2013	https://pitchfork.com/reviews/albums/18471-bodyhead-coming-apart/	7
Anything Could Happen	Bash & Pop	Rock	7.0	Stuart Berman	January 19 2017	https://pitchfork.com/reviews/albums/22766-anything-could-happen/	7
Language	Starchild & the New Romantic	Pop/R&B	7.2	Matthew  Ismael Ruiz	February 26 2018	https://pitchfork.com/reviews/albums/starchild-and-the-new-romantic-language/	3
The Graduate (Original Motion Picture Soundtrack)	Simon & Garfunkel, Dave Grusin	Rock,Jazz	6.2	Stephen M. Deusner	June 16 2018	https://pitchfork.com/reviews/albums/simon-and-garfunkel-dave-grusin-the-graduate-original-motion-picture-soundtrack/	7
Grateful	DJ Khaled	Rap	5.2	Rebecca  Haithcoat	July 8 2017	https://pitchfork.com/reviews/albums/dj-khaled-grateful/	4
Norberg/Apondalifa	Tim Hecker	Experimental	7.6	Marc Masters	November 13 2015	https://pitchfork.com/reviews/albums/21217-norbergapondalifa/	0
The Choice	Kamasi Washington	Jazz	6.5	Andy Beta	July 12 2018	https://pitchfork.com/reviews/albums/kamasi-washington-the-choice-ep/	5
The Sultanic Verses	Mark Sultan	Electronic,Rock	7.5	Amanda Petrusich	October 12 2007	https://pitchfork.com/reviews/albums/10720-the-sultanic-verses/	2
EP-2	Pixies	Rock	2.0	Jayson Greene	January 10 2014	https://pitchfork.com/reviews/albums/18875-pixies-ep-2/	7
Talk Amongst the Trees	Eluvium	Electronic	7.9	Mark Richardson	February 25 2005	https://pitchfork.com/reviews/albums/2765-talk-amongst-the-trees/	2
Universal Audio	The Delgados	Rock	7.6	Chris Dahlen	September 27 2004	https://pitchfork.com/reviews/albums/2269-universal-audio/	7
Solo Guitar	Alan Sparhawk	Rock	7.0	Jason Crock	August 10 2006	https://pitchfork.com/reviews/albums/9299-solo-guitar/	7
Lioness: Hidden Treasures	Amy Winehouse	Pop/R&B	6.3	Andrew Ryce	December 9 2011	https://pitchfork.com/reviews/albums/16112-lioness-hidden-treasures/	3
The Deaner Album	The Dean Ween Group	Rock	6.0	Matthew Grosinger	November 5 2016	https://pitchfork.com/reviews/albums/22452-the-deaner-album/	7
Mistake Mistake Mistake Mistake	James Figurine	Electronic	5.2	Brian Howe	July 19 2006	https://pitchfork.com/reviews/albums/9219-mistake-mistake-mistake-mistake/	2
Beautiful Losers: Singles and Compilation Tracks 1994-1999	Simon Joyner	Rock	6.5	Joe Tangari	April 20 2006	https://pitchfork.com/reviews/albums/4308-beautiful-losers-singles-and-compilation-tracks-1994-1999/	7
Fan Fiction	Geoffrey O'Connor	nan	7.4	Jake Cleland	August 4 2014	https://pitchfork.com/reviews/albums/19529-geoffrey-oconnor-fan-fiction/	9
Liz Phair	Liz Phair	Rock	0.0	Matt LeMay	June 24 2003	https://pitchfork.com/reviews/albums/6255-liz-phair/	7
